0.45547,0.34582,0.041088,0.10045,0.152,0.27772,0.054929,0.025724,0.023345,0.022187,0.12076,0.19602,0.16735,0.020087,0.029235,0.13518,0.46926,0.17199,0.27526,1.4133,0.35647,0.73958,0.13348,0.16358,0.13047,0.08579,0.10027,0.16015,0.25435,0.051946,0.066589,0.20917,0.18076,0.20027,0.16601,0.061606,0.065901,0.16054,0.041167,0.12247,0.1517,0.29154,0.17804,0.14462,0.25175,0.096932,0.11187,0.89439,0.33189,0.35,0.037039,0.019061,0.15833,0.081031,0.1065,0.13711,0.18397,0.030027,0.090117,0.087223,0.021065,0.013294,0.30628,0.10366,0.023037,0.014534,0.030989,0.032419,0.007276,0.039263,0.35537,0.058754,0.16962,0.052449,0.065607,0.031613,0.069057,0.13754,0.17154,0.030483,0.050538,0.013959,0.027131,0.089828,0.19051,0.13555,0.028034,0.16197,0.21557,0.10978,0.16096,0.028511,0.27803,0.24986,0.4413,0.7133,0.14088,0.35849,0.16555,0.086638,0.185,0.19896,0.17129,0.53098,0.58988,0.1191,0.29251,0.50014,0.34214,1.8006,0.41208,0.63138,1.1977,0.84923,0.022832,0.042268,0.016787,0.031456,0.035246,0.29687,0.10372,0.089115,0.028952,0.020136,0.066701,0.3326,0.59475,0.30187,0.12886,0.79156,0.28814,0.043645,0.098445,0.009538,0.085566,0.21207,0.13966,0.49442,0.37253,0.40647,0.12646,0.044438,0.13053,1.4408,0.35241,0.34481,0.039596,0.13134,0.079198,0.13792,0.066435,0.03151,0.14658,0.036359,0.2098,0.11897,0.32085,0.19979,0.59557,1.0555,0.61277,0.34164,2.5086,3.804,0.34341,0.21056,0.11439,0.4981,0.057412,0.32283,0.17766,0.026757,0.021481,0.069456,0.057529,0.16921,0.054152,0.024689,0.038962,0.035352,0.018479,0.04339,0.023535,0.084503,0.092145,0.15768,0.14421,0.087901,0.021834,0.044828,0.1034,0.061303,0.066589,0.029775,0.063398,0.090998,0.16855,0.37584,0.50274,1.2103,0.13887,0.033653,0.034458,0.024121,0.024471,0.032243,0.015214,0.003174,0.051025,0.035596,0.034324,98.957,0.11766,0.019291,0.037503,0.13162,0.019544,100.48,145.99,233.8
0.12799,0.079866,0.29624,0.043218,0.049481,0.044882,0.18855,0.014963,0.024522,0.035652,0.17273,0.024513,0.057801,0.027977,0.008558,0.14685,0.31933,0.12178,0.13576,0.52732,0.9423,0.99336,0.44045,0.58124,0.18661,0.12403,0.18935,0.17607,0.046814,0.018651,0.049437,0.078988,0.04299,0.052582,0.40791,0.23529,0.14866,0.059869,0.12152,0.55513,0.49624,0.42757,0.42817,1.1839,1.5929,0.99969,0.2328,0.11142,0.077381,0.076453,0.14984,0.029094,0.023696,0.14461,0.15887,0.10395,0.018379,0.044168,0.025898,0.024315,0.033368,0.053475,0.05728,0.081827,0.073041,0.029507,0.009907,0.058464,0.025752,0.028556,0.12218,0.07552,0.10278,0.018466,0.008798,0.01463,0.066729,0.06009,0.15301,0.12365,0.048246,0.098662,0.072858,0.093231,0.1371,0.23614,0.2697,0.26826,0.12634,0.050456,0.39835,0.10121,0.39414,0.19353,0.23344,0.56278,0.1329,0.30535,0.21378,0.093229,0.068484,0.084419,0.095095,0.86177,0.16433,0.10054,0.095045,0.94041,1.058,0.79403,0.53916,2.0783,2.7073,1.0656,0.21411,0.090309,0.040094,0.065463,0.083559,0.10503,0.073966,0.20611,0.019924,0.039951,0.0603,0.48589,0.17216,0.27284,0.30181,0.30312,0.13847,0.06603,0.042339,0.066438,0.025718,0.30913,0.086125,0.67291,0.13548,0.17653,0.14938,0.17457,0.14136,0.23732,0.35186,0.16917,0.23868,0.38686,0.059955,0.06188,0.031086,0.033638,0.54027,0.13857,0.083614,0.10369,0.057988,0.24626,0.13467,0.21842,0.084671,0.266,0.96129,5.3095,0.72527,0.23824,0.20697,0.28325,0.058275,0.13832,0.048569,0.12312,0.10191,0.028499,0.12651,0.12341,0.050617,0.14465,0.033594,0.14427,0.034227,0.14125,0.049919,0.26893,0.029099,0.1152,0.10115,0.14091,0.041594,0.042328,0.26686,0.18757,0.35223,0.028859,0.040894,0.26458,0.33947,0.039817,0.41356,0.48528,0.38773,0.026328,0.040291,0.019167,0.014797,0.029465,0.007913,0.003851,0.018241,0.11604,75.493,61.624,109.66,36.859,66.048,97.01,94.865,98.341,104.6,72.66
0.02244,0.051208,0.01586,0.17954,0.027135,0.051947,0.055837,0.026762,0.077102,0.055414,0.076133,0.089121,0.062987,0.064477,0.016455,0.1243,0.10232,0.11214,0.10707,0.10174,0.66671,0.67536,0.2151,0.61967,0.61194,0.055488,0.022624,0.059837,0.052163,0.054052,0.093807,0.084444,0.050562,0.12334,0.29377,0.090645,0.21621,0.14418,0.067431,1.059,0.086548,0.41983,1.8604,0.75599,0.98128,0.94711,0.17079,0.079948,0.05121,0.035881,0.038045,0.10345,0.027255,0.13186,0.14312,0.052769,0.014095,0.031183,0.24341,0.040351,0.28222,0.59429,0.051301,0.12269,0.058081,0.04975,0.017074,0.0168,0.020544,0.048474,0.056239,0.020252,0.027936,0.041041,0.037679,0.005594,0.095084,0.54943,0.28331,0.36675,0.71138,0.25462,0.039064,0.022597,0.008195,0.031755,0.15854,0.24939,0.27126,0.17301,0.18431,0.088638,0.06328,0.072163,0.15227,1.6725,0.21833,0.22231,0.063283,0.26528,0.72153,0.79657,0.50158,0.11205,0.21989,0.25913,0.3364,1.2746,2.8557,0.88819,0.49189,0.46596,1.345,1.2437,1.588,0.39938,0.075349,0.025892,0.043899,0.096534,0.15952,0.11401,0.11077,0.22777,0.59844,0.68178,0.37165,0.43825,0.081284,0.43883,0.055108,0.0796,0.047759,0.069697,0.022755,0.25155,0.10636,0.097479,0.073796,0.073755,0.14607,0.058724,0.12896,0.11632,0.23015,0.13175,0.33287,0.38955,0.12784,0.060741,0.093081,0.72799,0.28282,0.12634,0.12311,0.17938,0.23041,0.2608,0.13435,0.28065,0.32284,0.19533,0.26717,0.59308,0.6011,0.093307,0.21173,0.39977,0.32366,0.15193,0.21568,1.0592,0.26268,0.022618,0.026172,0.073975,0.077144,0.043893,0.14408,0.037001,0.015584,0.024908,0.042079,0.19516,0.13226,0.17877,0.070482,0.13858,0.075711,0.18656,0.14216,0.68872,0.21039,0.11363,0.081933,0.20152,0.38277,0.028009,0.077864,0.097888,0.2125,0.040113,0.066797,0.039122,0.005582,0.005768,0.020371,0.011731,0.009378,161.12,289.84,414.85,239.86,157.38,211.31,221.62,180.31,148.05,143.9,136.07
0.080726,0.015015,0.021102,0.088982,0.020788,0.025389,0.006068,0.011873,0.12925,0.065789,0.077096,0.30668,0.049214,0.065286,0.045017,0.051121,0.059561,0.25588,0.16434,0.31746,0.15571,0.91349,0.18872,0.059105,0.26415,0.14715,0.017652,0.054052,0.08192,0.021798,0.060324,0.14303,0.2524,0.085791,0.046936,0.11369,0.36596,0.045788,0.19038,0.22153,0.062314,0.046881,0.13967,0.27366,0.2269,0.57239,0.39524,0.29127,0.027989,0.13694,0.18873,0.077285,0.021359,0.10145,0.081964,0.050535,0.02357,0.036596,0.71043,0.10086,0.027959,0.052426,0.058463,0.084354,0.083008,0.097328,0.06948,0.079721,0.11799,0.18135,0.042681,0.041349,0.06072,0.057083,0.10741,0.047418,0.05923,0.14474,0.21854,0.30944,0.3308,0.42106,0.53791,0.093874,0.015088,0.018343,0.038706,0.024072,0.055207,0.034586,0.11946,0.23491,0.080258,0.12825,0.40376,1.0763,0.30206,0.36425,0.048873,0.059601,0.47464,0.25564,0.32106,0.48078,0.19444,0.12899,0.12682,1.352,1.9535,0.16428,0.42846,0.49773,1.2039,0.070988,0.3105,0.17721,0.11294,0.065026,0.15452,0.028349,0.052501,0.043652,0.10647,0.12671,0.58869,0.29838,0.27136,0.15027,0.10892,0.0588,0.02296,0.030811,0.035987,0.059459,0.075416,0.097623,0.085531,0.084167,0.023055,0.008258,0.008871,0.16862,0.87845,0.14512,0.57067,0.27759,0.10281,0.12412,0.21375,0.54101,0.12139,0.57596,0.52966,0.2855,0.24793,0.057919,0.19356,0.061619,0.053579,0.075146,0.08106,0.24678,0.24141,0.28171,2.8383,0.3501,0.026415,0.1924,0.171,0.52209,0.50405,0.17268,0.09218,0.14286,0.014273,0.056393,0.062235,0.076769,0.039839,0.008242,0.012482,0.060447,0.12724,0.37616,0.041525,0.070585,0.074965,0.52564,0.18253,0.2022,0.15628,0.18711,0.093852,0.15671,0.1398,0.2323,0.063781,0.19892,0.07339,0.15384,0.12319,0.28066,0.34362,0.010468,0.006746,0.006228,0.017621,0.014406,612.58,369.22,120.01,174.29,143.96,163.76,140.05,186.75,212.19,157.58,99.365,95.472
0.041199,0.11944,0.072866,0.036958,0.011659,0.031864,0.013518,0.024116,0.012429,0.018024,0.084633,0.32693,0.096443,0.086655,0.08256,0.032455,0.064829,1.4729,0.3498,0.33155,0.098805,0.19568,0.1126,0.24527,0.14099,0.023206,0.029503,0.15462,0.040643,0.107,0.095102,0.11985,0.071923,0.067567,0.091479,0.24114,0.18109,0.02029,0.083968,0.063957,0.083167,0.098274,0.2272,0.34621,0.069895,0.19688,0.58231,0.50747,0.073072,0.24694,0.065109,0.076359,0.017432,0.067623,0.30315,0.12664,0.054565,0.039222,0.095712,0.14189,0.1109,0.081276,0.022411,0.13548,0.60021,0.12404,0.10009,0.10859,0.12613,0.064204,0.018131,0.080337,0.094476,0.23104,0.12536,0.13514,0.015913,0.073292,0.13785,0.20371,0.46198,0.097326,0.49568,0.41927,0.036423,0.047898,0.066787,0.047837,0.038823,0.030735,0.15366,0.12305,0.10051,0.25848,0.068947,0.15055,0.11972,0.050838,0.026061,0.13862,0.051214,0.073153,0.027153,0.0831,0.083214,0.11835,0.36758,0.70623,0.23837,0.28287,0.65557,0.71937,0.16468,0.15419,0.022241,0.02244,0.054814,0.040829,0.018219,0.009409,0.008363,0.019207,0.01664,0.029377,0.09162,1.3326,1.191,0.42437,0.35859,0.11318,0.089583,0.15157,0.26256,0.18621,0.10707,0.01663,0.18177,0.090979,0.020777,0.025162,0.10286,0.05044,0.18107,0.13354,0.34146,0.23035,0.56595,0.40716,0.21668,1.0322,0.24633,0.50662,0.58933,0.1794,0.4409,0.053029,0.24871,0.20173,0.094892,0.11361,0.16375,0.15382,0.10136,0.33977,0.078125,0.20357,0.11375,0.048193,0.024473,0.071759,0.10847,0.028373,0.091125,0.043511,0.035275,0.026132,0.060416,0.18867,0.03762,0.009944,0.013754,0.21008,0.25537,0.47368,0.23866,0.048957,0.03006,0.058827,0.134,0.13578,0.043974,0.012406,0.013045,0.014074,0.016402,281.48,360.75,0.43128,0.34684,0.21205,0.18943,0.55063,0.13051,0.03108,0.00601,0.005172,0.00876,0.015232,738.33,366.71,916.89,362.44,141.69,79.174,64.421,42.892,18.183,20.364,58.634,82.872
0.053011,0.081991,0.09521,0.085393,0.034878,0.068384,0.084915,0.059632,0.015598,0.041151,0.032512,0.66437,0.3565,0.088095,0.10486,0.036139,0.056943,0.1888,0.1713,0.23276,0.41567,0.42782,0.09046,0.056586,0.10138,0.085945,0.11579,0.18833,0.10984,0.099561,0.13086,0.12952,0.2648,0.036424,0.025959,0.018741,0.023668,0.030632,0.02083,0.076597,0.20358,0.61856,0.12333,0.13855,0.14208,0.55268,0.34948,0.42143,0.58546,0.14199,0.10816,0.061428,0.010446,0.05119,0.14266,0.17628,0.12679,0.13967,0.13001,0.23877,0.12258,0.1716,0.19828,0.041473,0.2208,0.18317,0.15218,0.037262,0.016443,0.030843,0.030784,0.054481,0.022453,0.043954,0.025446,0.019851,0.023125,0.09847,0.14163,0.15621,0.05614,0.064462,0.16861,0.25678,0.24532,0.17526,0.099985,0.076598,0.092155,0.11152,0.091612,0.089794,0.041539,0.088334,0.19433,0.026822,0.083566,0.040875,0.016213,0.207,0.11139,0.031486,0.082479,0.11472,0.29335,0.36424,0.1653,0.45511,0.062076,0.45754,0.1208,0.16938,0.25422,0.21167,0.071941,0.070672,0.066386,0.026665,0.007672,0.015643,0.015433,0.020274,0.027918,0.031563,0.05761,0.15287,1.2374,0.41971,0.19189,0.31468,0.16859,0.16083,0.32171,0.25108,0.069213,0.060098,0.047424,0.057093,0.19745,0.046082,0.078591,0.69305,0.26546,0.49178,0.71986,0.18803,0.42041,0.40957,0.51589,0.2393,0.23879,0.37819,0.31208,0.13191,0.20656,0.16001,0.14111,0.13492,0.17066,0.37684,0.17861,0.090193,0.058596,0.094329,0.14819,0.24473,0.1917,0.060975,0.24179,0.12322,0.11824,0.10109,0.088295,0.059908,0.060148,0.052865,0.065704,0.14092,0.014598,0.015799,0.050201,0.045273,0.04675,0.082841,0.066114,0.084725,0.038481,0.061862,0.040909,0.065387,0.034756,0.010012,0.045803,0.013135,241.46,320.52,133.8,114.36,76.999,91.588,285.62,0.1649,0.14082,0.025115,0.018561,0.021132,0.032333,57.231,116.42,137.77,191.21,364.48,65.28,39.924,47.261,22.116,14.993,20.967,21.532,10.967
0.16257,0.31487,0.68806,0.5053,0.185,0.071234,0.060743,0.025286,0.019516,0.045034,0.079647,0.73551,0.36419,0.14581,0.017493,0.0281,0.034503,0.062284,0.043196,0.09927,0.18017,0.67044,0.67804,0.087041,0.042378,0.049372,0.073838,0.19579,0.29526,0.11557,0.077972,0.11614,0.15678,0.063614,0.030025,0.015141,0.003414,0.014948,0.039097,0.007984,0.080177,0.1252,0.073927,0.13885,0.45933,0.19538,0.51906,0.32355,0.64237,0.03902,0.08918,0.1009,0.067134,0.36428,0.15574,0.14162,0.16423,0.10615,0.13616,0.081759,0.10069,0.15488,0.046766,0.078377,0.093598,0.07725,0.081835,0.058151,0.14721,0.04404,0.042257,0.086052,0.12909,0.02409,0.02403,0.031537,0.01757,0.018347,0.11375,0.04507,0.020208,0.056595,0.15354,0.082654,0.25844,0.24672,0.35241,0.053985,0.17024,0.35674,0.063571,0.041961,0.027108,0.26132,0.14534,0.036123,0.023656,0.00682,0.060282,0.11371,0.062677,0.14064,0.021106,0.046251,0.082769,0.3763,0.3473,0.14604,0.085029,0.80417,0.32593,0.27383,0.46792,0.38006,0.14702,0.09094,0.20538,0.051544,0.069645,0.31454,0.055566,0.40141,0.13741,0.15133,0.10507,0.15987,0.091341,0.067515,0.079991,0.13364,0.068371,0.040057,0.11229,0.14168,0.29372,0.65709,0.46568,0.084832,0.098755,0.11723,0.079732,0.30739,0.23521,0.20446,0.072939,0.060774,0.12329,0.067114,0.15081,0.56377,0.66741,0.057258,0.10595,0.08337,0.37005,0.24853,0.14419,0.17398,0.21166,0.38151,353.36,0.051453,719.61,981.09,712.93,0.095425,0.10297,0.11812,0.07482,0.099801,120.21,0.48377,0.10698,0.060742,0.10934,0.045009,0.16133,0.1514,0.14905,0.12507,0.062814,0.033244,0.048234,0.024616,0.034809,0.011563,0.02931,0.054295,0.030261,0.04092,0.041885,0.084414,0.023293,317.54,249.3,143.31,68.197,58.449,71.016,139.06,114.54,128.65,0.12976,85.39,0.013352,0.022238,65.496,128.99,73.409,62.867,91.371,100.6,145.5,140.11,99.305,59.766,69.383,59.291,31.479,22.576
0.24571,0.42999,0.88945,0.093175,0.10574,0.023371,0.095637,0.03954,0.050982,0.30367,0.14104,0.12397,0.089105,0.10165,0.14305,0.022835,0.051313,0.008032,0.065899,0.1273,1.1277,0.31056,0.26334,0.10087,0.29805,0.24399,0.10738,0.22673,0.24276,0.25343,0.033057,0.017977,0.051889,0.018058,0.074552,0.007238,0.009978,0.1031,0.038771,0.016717,0.061673,0.10517,0.19098,0.44731,0.31138,1.4723,0.22197,1.8496,0.08071,0.12229,0.45414,0.37382,0.39831,0.38352,0.61883,0.37509,0.23019,0.064622,0.067915,0.065668,0.16592,0.23673,0.11749,0.056504,0.037054,0.050562,0.019352,0.030772,0.064199,0.024602,0.021982,0.059792,0.077671,0.017442,0.017274,0.015694,0.054539,0.032672,0.25182,0.021879,0.06797,0.040064,0.010746,0.057904,0.25859,0.36185,0.1114,0.024167,0.18797,0.81846,0.12532,0.046945,0.036694,0.15716,0.078839,0.12513,0.1399,0.017386,0.20885,0.47978,0.069343,0.077939,0.089079,0.070003,0.10673,0.10897,0.095965,0.45956,0.68948,0.31086,0.59133,0.086616,0.061821,0.15511,0.19711,0.10123,0.43995,0.30179,0.051383,0.28818,0.41836,0.3356,0.20239,0.057436,0.044718,0.12419,0.095863,0.20112,0.049585,0.12619,0.11583,0.044653,0.031819,0.019608,0.047626,0.40676,0.12681,0.045619,0.027752,0.14372,0.077262,0.10277,0.11515,0.27898,0.047993,0.05505,0.044911,0.19166,0.55281,0.18888,0.2111,0.13114,0.26644,0.35533,0.14277,0.20883,0.40054,0.21626,0.054202,431.38,234.79,269.51,168.63,291.18,973.88,775.04,640.4,357.12,283.43,149.53,191.57,167.99,0.062087,11.51,0.12109,0.11218,0.13278,0.13869,0.072346,0.033652,0.024386,0.041345,0.042246,0.030367,0.13645,0.053687,92.566,0.036792,0.017792,0.18201,0.14769,0.084365,0.013807,648.76,317.25,180.66,100.73,74.656,54.083,47.595,49.026,105.3,139.93,61.873,49.742,22.203,13.091,46.774,98.429,49.978,68.642,93.3,167.51,64.972,159.5,127.32,70.466,64.563,111.58,100.86
0.449,1.11,0.3385,0.056784,0.092979,0.071881,0.17265,0.22389,0.047691,0.095762,0.099796,0.094052,0.22092,0.050051,0.024739,0.011886,0.022657,0.031968,0.052241,0.10773,0.44886,1.8405,0.21531,0.14594,0.099895,0.035614,0.1924,0.1201,0.017345,0.022209,0.033935,0.017177,0.010181,0.015574,0.011713,0.016937,0.095275,1.3504,0.21477,1.2308,0.22512,0.22156,0.46739,0.68361,0.49242,0.17951,0.26462,0.31149,0.15207,0.20736,0.25179,0.20921,0.50774,0.40913,0.40647,0.23906,0.15065,0.11292,0.20585,0.42723,0.21323,0.037705,0.10432,0.040502,0.19667,0.12177,0.086818,0.008058,0.27894,0.25683,0.035468,0.070804,0.24286,0.12744,0.09385,0.054797,0.077663,0.048232,0.2153,0.06435,0.024021,0.053356,0.008398,0.017072,0.039492,0.24516,0.29474,0.059953,0.039058,0.53627,0.44387,0.11529,0.14497,0.041978,0.009404,0.14162,0.053486,0.037358,0.068717,0.047079,0.023753,0.047781,0.040758,0.018864,0.11261,0.13012,0.15549,0.029907,0.40817,0.68708,1.3847,0.60779,0.53982,0.25289,0.16424,0.23564,0.21415,0.41142,0.20481,598.67,538.56,0.28123,0.18694,0.60668,0.052621,0.011177,0.017748,0.039589,0.033496,0.074295,0.034071,0.1143,0.12742,0.0164,0.080197,0.26002,0.37002,0.026806,0.042255,0.11993,0.014836,0.045132,0.116,0.050962,0.062126,0.054797,0.015197,0.044654,0.48771,0.64686,0.18422,0.86856,0.26403,0.086461,0.081585,0.043699,0.10828,0.090962,0.14074,445.82,847.07,2119.2,1234.6,785.67,393.54,1086.1,588.64,932.84,412.91,276.81,413.2,311.53,514.25,16.186,15.491,31.328,0.070443,0.11498,0.060356,0.003616,0.032155,0.063936,97.998,0.061362,55.512,56.865,93.859,57.157,0.010883,0.086797,0.11978,0.43937,0.47354,358.42,495.07,329.19,250.03,187.22,108.91,37.675,68.876,53.907,28.142,28.06,46.597,30.985,28.741,27.44,34.429,57.172,99.98,125.07,53.825,31.883,48.473,38.077,20.352,33.045,44.854,0.10321
0.63053,0.21453,0.062879,0.032581,0.071119,0.17577,0.18528,0.44343,0.17317,0.16848,0.056252,0.034696,0.091856,0.092127,0.025977,0.013103,0.024162,0.028872,0.055155,0.20676,0.40999,0.28411,0.19521,0.3095,0.10224,0.076931,0.09346,0.029085,0.005468,0.002484,0.015853,0.007314,0.028392,0.028379,0.014875,0.020238,0.19245,0.25263,0.83436,0.63069,0.97766,0.19918,0.42387,0.14417,0.11071,0.095046,0.15098,0.11621,0.66361,0.16752,0.045113,0.1519,3.0005,0.63189,0.2608,0.085408,0.14458,0.22795,0.079897,0.11568,0.02124,0.032718,0.056163,0.077293,0.19437,0.10529,0.038113,0.090518,0.078448,0.057547,0.027487,0.055078,0.20161,0.072715,0.26076,0.075541,0.46596,2.0262,0.23166,0.18213,0.054531,0.021259,0.012437,0.005381,0.11383,0.14046,0.14025,0.022548,0.03805,0.13101,0.16086,0.014261,0.055493,0.096753,0.1058,0.14436,0.043093,0.028664,0.063526,0.083807,0.050731,0.039233,0.091729,0.035156,0.077703,0.23085,0.025043,0.075164,0.083898,0.31572,0.42018,0.47689,0.44909,0.07942,0.07778,0.23054,0.15958,109.51,410.01,501.35,1417.8,1465.2,0.10965,0.27839,0.012702,0.027955,0.037311,0.050407,0.012912,0.026254,0.17405,0.047663,0.071148,0.0609,0.22174,0.34307,0.094269,0.06272,0.080399,0.083492,0.022889,0.01498,0.008828,0.01545,0.022134,0.030047,0.36863,0.052933,0.094101,0.73773,0.47562,0.29856,0.054914,0.038463,0.047579,0.16459,0.093431,992.2,464.22,1486.2,995.83,2212.9,1088.3,968.3,330.58,630.12,587.4,412.72,710.06,1105.6,528.93,1405.6,1685.1,1023.7,120.37,372.79,477.83,0.11304,0.14306,0.099966,212.48,272.34,169.57,250.04,146.19,120.74,54.437,75.67,153.25,0.077275,0.71232,0.51861,0.65261,178.35,291.72,392.52,519.34,237.97,168.9,44.36,32.555,31.136,43.835,44.909,105,98.259,125.54,103.02,137.39,147.15,324.92,167.14,42.081,25.59,15.691,10.504,29.387,63.55,0.10242,0.14063
